date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	model	analysis_date
2051-10-18	south	3	0.7479727	0.76923543	0.72593576	0.7604563	0.7334854	0.7554569	0.7391588	FGA	2052-04-01
2051-10-19	south	3	0.74648726	0.76778644	0.7243459	0.758925	0.73200476	0.7538123	0.7376492	FGA	2052-04-01
2051-10-20	south	3	0.74496996	0.7661652	0.72271645	0.75750136	0.730455	0.7522193	0.7361102	FGA	2052-04-01
2051-10-21	south	3	0.74339	0.7645883	0.7210936	0.756	0.7286528	0.7505904	0.7345384	FGA	2052-04-01
2051-10-22	south	3	0.74176383	0.76305836	0.71944284	0.7544827	0.72703385	0.7489008	0.7329304	FGA	2052-04-01
2051-10-23	south	3	0.7400489	0.76149964	0.71790546	0.7529306	0.72533226	0.7471907	0.73135656	FGA	2052-04-01
2051-10-24	south	3	0.7384224	0.7596204	0.71634215	0.7513571	0.723622	0.74542683	0.7297015	FGA	2052-04-01
2051-10-25	south	3	0.7364846	0.75766796	0.71476233	0.7497653	0.72186774	0.74364895	0.7279747	FGA	2052-04-01
2051-10-26	south	3	0.7347147	0.75598377	0.7131704	0.7480532	0.72001445	0.741863	0.72622174	FGA	2052-04-01
2051-10-27	south	3	0.73301595	0.75428367	0.71157086	0.7464045	0.71822083	0.7400441	0.7245079	FGA	2052-04-01
2051-10-28	south	3	0.7311986	0.75257474	0.70984393	0.7445876	0.71657115	0.73819387	0.72279274	FGA	2052-04-01
2051-10-29	south	3	0.7293107	0.7509227	0.708068	0.7427907	0.7147031	0.73638064	0.7209947	FGA	2052-04-01
2051-10-30	south	3	0.7274997	0.7491351	0.70638746	0.740912	0.7129305	0.7346518	0.719262	FGA	2052-04-01
2051-10-31	south	3	0.7256628	0.74724734	0.7046485	0.73928267	0.71104044	0.7327585	0.7174461	FGA	2052-04-01
2051-11-01	south	3	0.7238442	0.745549	0.7029508	0.7376994	0.7091431	0.7309363	0.7155742	FGA	2052-04-01
2051-11-02	south	3	0.7220601	0.74393064	0.70141584	0.73612684	0.70719445	0.7290987	0.7139687	FGA	2052-04-01
2051-11-03	south	3	0.7202808	0.74234295	0.6999015	0.73432297	0.705496	0.72732383	0.7121449	FGA	2052-04-01
